report_no,name,maker,prdlst_type,report_date,chng_dt,category,ingredient_count,ingredients_json
20160555102370,145에너지 제로,농업회사법인(주)원광,음료베이스,2024-03-08,2024-10-25,zero,15,"[""정제수"", ""액상차"", ""알룰로오스"", ""구연산"", ""타우린"", ""과라나추출물분말"", ""사과향"", ""수크랄로스"", ""비타민C"", ""아세설팜칼륨"", ""식품첨가물혼합제제"", ""L-카르니틴"", ""L-아르기닌(기능성원료인정제2015-19호)"", ""효소처리스테비아"", ""녹차추출물""]"
2021016756933,181라운지 제로 바닐라빈시럽,(주)빈커스텀컴퍼니,당류가공품,2024-09-26,2024-09-29,zero,6,"[""에리스리톨"", ""효소처리스테비아"", ""알룰로오스"", ""소브산칼륨"", ""바닐라빈"", ""정제수""]"
2021016756929,181라운지 제로 바닐라시럽,(주)빈커스텀컴퍼니,당류가공품,2024-08-23,2024-08-27,zero,7,"[""에리스리톨"", ""효소처리스테비아"", ""알룰로오스"", ""정제수"", ""바닐라추출액"", ""바닐라향"", ""소브산칼륨""]"
2021016756932,181라운지 제로 헤이즐넛향시럽,(주)빈커스텀컴퍼니,당류가공품,2024-09-20,2024-10-08,zero,6,"[""에리스리톨"", ""효소처리스테비아"", ""알룰로오스"", ""소브산칼륨"", ""정제수"", ""헤이즐넛 향료""]"
20110355999141,1am 제로 아이스티 레몬,주식회사 황금유자,액상차,2022-04-01,2022-05-26,zero,10,"[""유자향"", ""정제수"", ""홍차추출분말"", ""레몬착즙액"", ""알룰로오스"", ""아세설팜칼륨"", ""스테비올배당체"", ""구연산(무수)"", ""구연산삼나트륨"", ""천연향료(Lemon)""]"
20110355999140,1am 제로 아이스티 복숭아,주식회사 황금유자,액상차,2022-04-01,2022-05-24,zero,10,"[""홍차추출분말"", ""복숭아농축액"", ""알룰로오스"", ""아세설팜칼륨"", ""스테비올배당체"", ""구연산(무수)"", ""DL-사과산"", ""정제수"", ""혼합제제"", ""혼합제제""]"
2023080310350,2.5분 뱅쇼 제로 티백,늘해찬,침출차,2024-10-23,2024-11-08,zero,3,"[""계피"", ""히비스커스꽃잎"", ""포도발효건조고형물""]"
20080614259906,44 밀크티 제로,(주)희창유업 제2공장,고형차,2024-02-29,2024-04-17,zero,15,"[""에리스리톨"", ""기타가공품"", ""식물성크림"", ""탈지분유"", ""홍차추출분말"", ""기타가공품"", ""카복시메틸셀룰로스나트륨"", ""그린커피빈추출물(기능성원료인정제2014-31호)"", ""정제소금"", ""효소처리스테비아"", ""이산화규소"", ""천연향료"", ""바나바잎추출물"", ""알룰로오스"", ""알룰로오스""]"
20140368660383,"7days 제로 곤약젤리, 복숭아맛",(주)자임에프앤비,캔디류,2024-05-03,2026-05-16,zero,8,"[""비타민C"", ""구연산"", ""수크랄로스"", ""과.채가공품"", ""정제수"", ""에리스리톨"", ""향료"", ""혼합제제""]"
20140368660439,"7days 제로 곤약젤리, 자두맛",(주)자임에프앤비,캔디류,2024-09-09,2026-05-16,zero,8,"[""혼합제제"", ""향료"", ""에리스리톨"", ""정제수"", ""비타민C"", ""자두농축액"", ""수크랄로스"", ""구연산""]"
20140368660384,"7days 제로 곤약젤리, 청포도맛",(주)자임에프앤비,캔디류,2024-05-03,2026-05-16,zero,8,"[""정제수"", ""에리스리톨"", ""향료"", ""혼합제제"", ""비타민C"", ""구연산"", ""수크랄로스"", ""청포도농축액""]"
19920624042884,815 사이다 제로,(주)상일,탄산음료,2022-06-06,2024-01-28,zero,15,"[""기타가공품"", ""L-카르니틴"", ""수크랄로스"", ""구연산삼나트륨"", ""젖산칼슘"", ""DL-사과산"", ""아세설팜칼륨"", ""염화칼륨"", ""정제소금"", ""과.채가공품"", ""구연산"", ""천연향료"", ""난소화성말토덱스트린(고시형)"", ""이산화탄소"", ""정제수""]"
19800415004389,815콜라 제로,(주)일화초정공장,탄산음료,2021-01-15,2021-09-29,zero,8,"[""구연산"", ""L-카르니틴"", ""아세설팜칼륨"", ""수크랄로스"", ""이산화탄소"", ""정제수"", ""혼합제제"", ""혼합제제""]"
20210348794280,ALT제로슈가커피,주식회사 알티스트,기타가공품,2023-05-24,2024-10-08,zero,5,"[""에리스리톨"", ""인스턴트커피"", ""식품첨가물혼합제제"", ""효소처리스테비아"", ""수크랄로스""]"
20000614238688,BG 제로 블루레몬에이드,(주)바이오포트코리아,혼합음료,2026-03-10,2026-03-11,zero,14,"[""레몬농축액"", ""구연산"", ""구연산삼나트륨"", ""비타민C"", ""수크랄로스"", ""아세설팜칼륨"", ""향료"", ""향료"", ""향료"", ""향료"", ""향료"", ""식용색소청색제1호"", ""정제수"", ""에리스리톨""]"
20000614238689,BG 제로 블루베리에이드,(주)바이오포트코리아,혼합음료,2026-03-10,2026-05-23,zero,14,"[""정제수"", ""구연산"", ""과.채가공품"", ""향료"", ""향료"", ""향료제제"", ""향료"", ""아세설팜칼륨"", ""구연산삼나트륨"", ""비타민C"", ""수크랄로스"", ""식용색소적색제40호"", ""식용색소청색제1호"", ""에리스리톨""]"
20000614238690,BG 제로 청포도에이드,(주)바이오포트코리아,혼합음료,2026-03-10,2026-05-23,zero,12,"[""과.채가공품"", ""에리스리톨"", ""구연산"", ""구연산삼나트륨"", ""비타민C"", ""수크랄로스"", ""아세설팜칼륨"", ""향료"", ""향료"", ""식용색소황색제4호"", ""식용색소청색제1호"", ""정제수""]"
20060464021605,DESSERT39 제로 복숭아 아이스티,주식회사 대상다이브스,당류가공품,2024-11-19,2025-10-23,zero,15,"[""복사나무열매농축액"", ""혼합제제"", ""아세설팜칼륨"", ""수크랄로스"", ""소브산칼륨"", ""잔탄검"", ""구연산삼나트륨"", ""DL-사과산"", ""효소처리스테비아"", ""홍차추출분말"", ""정제수"", ""구연산"", ""향료"", ""알룰로오스"", ""에리스리톨""]"
2020045230618,GOGO 트리플 아르기닌 제로슈거(ZERO SUGAR)6200,(주)에스엠바이오,기타가공품,2021-10-06,2023-08-31,zero,21,"[""L-아르지닌"", ""구연산"", ""팔라티노스"", ""DL-사과산"", ""타우린"", ""비타민C"", ""구연산삼나트륨"", ""탄산수소나트륨"", ""레몬과즙분말"", ""레몬향"", ""자일리톨"", ""L-로이신"", ""정제소금"", ""젖산칼슘"", ""탄산마그네슘"", ""효소처리스테비아"", ""염화칼륨"", ""수크랄로스"", ""아세설팜칼륨"", ""비타민B2"", ""빌베리 추출물(고시형)""]"
19920562023502,HITE ZERO 0.00 POMELO FLAVOR 하이트제로 0.00 포멜로향,대경사과원예농협음료가공공장,탄산음료,2024-08-05,2026-01-24,zero,16,"[""폴리덱스트로스"", ""DL-알라닌"", ""기타 농산가공품"", ""기타가공품"", ""기타가공품"", ""기타가공품"", ""구연산(무수)"", ""구연산삼나트륨"", ""향료"", ""향료"", ""향료"", ""향료"", ""향료"", ""효소처리스테비아"", ""이산화탄소"", ""정제수""]"
2021044228231,HOT6 더킹 아이스피치제로,롯데칠성음료(주),탄산음료,2025-07-31,2025-08-14,zero,18,"[""향료"", ""향료"", ""향료"", ""이산화탄소"", ""정제수"", ""알룰로오스"", ""홍차추출분말"", ""과.채가공품"", ""카페인"", ""기타 농산가공품"", ""혼합제제"", ""효소처리루틴"", ""타우린"", ""수크랄로스"", ""아세설팜칼륨"", ""구연산(결정)"", ""구연산삼나트륨"", ""기타가공품""]"
2021044228215,HOT6 더킹제로,롯데칠성음료(주),탄산음료,2023-10-31,2025-08-14,zero,17,"[""혼합제제"", ""당근추출액"", ""치자청색소"", ""효소처리루틴"", ""기타가공품"", ""타우린"", ""카페인"", ""구연산삼나트륨"", ""구연산(결정)"", ""아세설팜칼륨"", ""수크랄로스"", ""에리스리톨"", ""기타 농산가공품"", ""향료"", ""정제수"", ""이산화탄소"", ""향료제제""]"
20000360372331,HOT6 더킹제로,롯데칠성음료(주),탄산음료,2022-01-06,2026-07-04,zero,17,"[""수크랄로스"", ""에리스리톨"", ""기타 농산가공품"", ""구연산삼나트륨"", ""구연산"", ""아세설팜칼륨"", ""정제수"", ""이산화탄소"", ""향료제제"", ""향료"", ""혼합제제"", ""당근추출액"", ""치자청색소"", ""효소처리루틴"", ""마카추출분말"", ""타우린"", ""카페인""]"
20000360372403,HOT6더킹아이스피치제로,롯데칠성음료(주),탄산음료,2025-07-31,2025-08-08,zero,18,"[""기타 농산가공품"", ""카페인"", ""과.채가공품"", ""홍차추출분말"", ""알룰로오스"", ""수크랄로스"", ""아세설팜칼륨"", ""구연산(결정)"", ""구연산삼나트륨"", ""마카추출분말"", ""타우린"", ""효소처리루틴"", ""혼합제제"", ""홍차향"", ""복숭아향"", ""복숭아향"", ""이산화탄소"", ""정제수""]"
20000360372421,HOT6더킹프로즌블루제로,롯데칠성음료(주),탄산음료,2026-07-11,2026-08-14,zero,19,"[""알룰로오스"", ""카페인"", ""그린커피빈추출물(기능성원료인정제2014-31호)"", ""정제수"", ""이산화탄소"", ""향료"", ""향료"", ""향료"", ""혼합제제"", ""식용색소청색제1호"", ""메타인산나트륨"", ""효소처리루틴"", ""타우린"", ""마카추출분말"", ""시클로덱스트린시럽"", ""구연산삼나트륨"", ""구연산(결정)"", ""아세설팜칼륨"", ""수크랄로스""]"
2021044228240,HOT6더킹프로즌블루제로,롯데칠성음료(주),탄산음료,2026-07-27,2026-08-12,zero,19,"[""기타 농산가공품"", ""카페인"", ""알룰로오스"", ""수크랄로스"", ""아세설팜칼륨"", ""구연산(결정)"", ""구연산삼나트륨"", ""시클로덱스트린시럽"", ""마카추출분말"", ""타우린"", ""효소처리루틴"", ""메타인산나트륨"", ""식용색소청색제1호"", ""혼합제제"", ""향료"", ""향료"", ""향료"", ""이산화탄소"", ""정제수""]"
2022032137425,K-방역 아케다바이오 바이러스 제로 시스템(K-Disinfection AKEDABio Virus Zero System),주식회사 디와이씨,이산화염소(수),2025-06-18,2025-06-20,zero,2,"[""이산화염소(수)"", ""정제수""]"
202407831144,K-이모 김치소스 제로슈가,주식회사 이모푸드,소스,2025-01-23,2026-07-01,zero,14,"[""배추잎"", ""정제소금"", ""고춧가루"", ""마늘"", ""발효식초"", ""양조간장"", ""정제수"", ""곡류가공품"", ""고춧가루"", ""기타가공품"", ""아세틸아디프산이전분"", ""효소처리스테비아"", ""천연향신료"", ""잔탄검""]"
201604150511317,MZ제로뻘건장소스,(주)호반식품,소스,2024-12-11,2025-02-02,zero,15,"[""두류가공품"", ""천연향신료"", ""L-글루탐산나트륨"", ""복합조미식품"", ""청주"", ""콩기름(대두유)"", ""소스"", ""혼합간장"", ""정제수"", ""고춧가루"", ""고춧가루"", ""혼합간장"", ""마늘"", ""당류가공품"", ""자몽종자추출물""]"
1986058904385,Maxim 모카골드 스테비아 제로슈거 커피믹스,동서식품(주),커피,2024-06-28,2026-05-29,zero,3,"[""커피"", ""식물성크림"", ""에리스리톨""]"
19750202004322,Maxim 모카골드 스테비아 제로슈거 커피믹스,동서식품(주),커피,2024-07-02,2026-04-17,zero,3,"[""커피"", ""식물성크림"", ""에리스리톨""]"
200704431101140,NOEX 제로 수분워터 복숭아,(주)삼양패키징광혜원공장,혼합음료,2026-05-20,2026-07-01,zero,15,"[""당류가공품"", ""향료"", ""구연산(무수)"", ""제일인산칼륨"", ""정제소금"", ""과.채가공품"", ""향료"", ""구연산삼나트륨"", ""향료"", ""젖산칼슘"", ""니코틴산아미드"", ""스테비올배당체"", ""염화마그네슘"", ""판토텐산칼슘"", ""정제수""]"
19800415004432,N사이다 제로,(주)일화초정공장,탄산음료,2022-02-15,2025-10-25,zero,9,"[""수크랄로스"", ""합성향료"", ""향료"", ""구연산"", ""천연향료"", ""당류가공품"", ""이산화탄소"", ""정제수"", ""아세설팜칼륨""]"
19800415004431,N콜라 제로,(주)일화초정공장,탄산음료,2022-02-15,2025-10-25,zero,12,"[""카페인"", ""합성향료"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""카라멜색소 Ⅳ"", ""천연향료"", ""인산"", ""혼합제제"", ""당류가공품"", ""이산화탄소"", ""정제수""]"
198506140553656,OH! 파인애플 제로,(주)엠에스씨,혼합음료,2025-06-09,2025-07-31,zero,9,"[""글루콘산아연"", ""효소처리스테비아"", ""정제수"", ""에리스리톨"", ""구연산"", ""향료"", ""과.채가공품"", ""구연산삼나트륨"", ""수크랄로스""]"
20230501269223,ONLYTASTE 제로슈가 바닐라시럽,(주)소올담,당류가공품,2024-10-30,2024-11-21,zero,11,"[""정제수"", ""에리스리톨"", ""당류가공품"", ""식품첨가물"", ""수크랄로스"", ""천연향료"", ""잔탄검"", ""카라멜색소 Ⅲ"", ""천연향료"", ""합성향료"", ""식품첨가물""]"
201005430661616,Sunkist 애사비 제로 스파클링,오케이에프음료 주식회사,탄산음료,2025-12-18,2026-06-25,zero,13,"[""향료"", ""향료"", ""구연산"", ""이산화탄소"", ""폴리덱스트로스"", ""발효식초"", ""에리스리톨"", ""정제수"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""향료"", ""향료""]"
20110445029141,Tamsaa 제로 블랙티 레몬맛,주식회사 퓨럽2공장,혼합음료,2022-08-01,2023-02-08,zero,11,"[""정제수"", ""에리스리톨"", ""구연산"", ""고형차"", ""레몬농축액"", ""향료"", ""향료"", ""구연산삼나트륨"", ""비타민C"", ""수크랄로스"", ""스테비올배당체""]"
20110445029140,Tamsaa 제로 블랙티 복숭아맛,주식회사 퓨럽2공장,혼합음료,2022-08-01,2023-02-08,zero,12,"[""수크랄로스"", ""스테비올배당체"", ""향료"", ""구연산삼나트륨"", ""향료"", ""향료"", ""복숭아농축액"", ""고형차"", ""구연산"", ""에리스리톨"", ""정제수"", ""비타민C""]"
20110445029142,Tamsaa 제로 블랙티 자몽맛,주식회사 퓨럽2공장,혼합음료,2022-08-01,2023-02-08,zero,11,"[""스테비올배당체"", ""수크랄로스"", ""향료"", ""비타민C"", ""향료"", ""구연산삼나트륨"", ""정제수"", ""에리스리톨"", ""구연산"", ""레드자몽농축액"", ""고형차""]"
20090473152561,VIVID SWEET 제로 샤인머스캣에이드,(주)신성티엔에프,혼합음료,2023-05-25,2023-05-31,zero,10,"[""혼합제제"", ""수크랄로스"", ""기타가공품"", ""정제수"", ""에리스리톨"", ""구연산(무수)"", ""과.채가공품"", ""향료"", ""DL-사과산"", ""효소처리스테비아""]"
20090473152560,VIVID SWEET 제로 자몽에이드,(주)신성티엔에프,혼합음료,2023-05-25,2023-06-06,zero,17,"[""혼합제제"", ""향료제제"", ""과.채가공품"", ""구연산(무수)"", ""DL-사과산"", ""향료"", ""정제수"", ""에리스리톨"", ""자몽과육"", ""과.채가공품"", ""천연향료"", ""수크랄로스"", ""기타가공품"", ""향료제제"", ""치자황색소"", ""효소처리스테비아"", ""펙틴""]"
201005430661548,XR일렉트로라이트제로슈가 레몬라임,오케이에프음료 주식회사,혼합음료,2025-05-14,2025-05-16,zero,16,"[""정제수"", ""정제소금"", ""향료"", ""구연산"", ""구연산삼나트륨"", ""향료"", ""향료"", ""DL-사과산"", ""염화칼륨"", ""젖산칼슘"", ""글루코노-δ-락톤"", ""아라비아검"", ""염화마그네슘"", ""만니톨"", ""아세설팜칼륨"", ""수크랄로스""]"
201005430661549,XR일렉트로라이트제로슈가 수박키위,오케이에프음료 주식회사,혼합음료,2025-05-14,2025-05-16,zero,16,"[""글루코노-δ-락톤"", ""아라비아검"", ""염화마그네슘"", ""만니톨"", ""아세설팜칼륨"", ""수크랄로스"", ""젖산칼슘"", ""염화칼륨"", ""DL-사과산"", ""향료"", ""향료"", ""구연산삼나트륨"", ""구연산"", ""정제소금"", ""향료"", ""정제수""]"
201005430661550,XR일렉트로라이트제로슈가 유자패션후르츠,오케이에프음료 주식회사,혼합음료,2025-05-14,2025-05-16,zero,16,"[""구연산삼나트륨"", ""정제수"", ""구연산"", ""정제소금"", ""향료"", ""글루코노-δ-락톤"", ""아라비아검"", ""염화마그네슘"", ""만니톨"", ""아세설팜칼륨"", ""수크랄로스"", ""젖산칼슘"", ""염화칼륨"", ""DL-사과산"", ""향료"", ""향료""]"
201005430661547,XR일렉트로라이트제로슈가 자몽포도,오케이에프음료 주식회사,혼합음료,2025-05-14,2025-05-16,zero,16,"[""정제수"", ""향료"", ""정제소금"", ""구연산"", ""구연산삼나트륨"", ""향료"", ""향료"", ""DL-사과산"", ""염화칼륨"", ""젖산칼슘"", ""수크랄로스"", ""아세설팜칼륨"", ""만니톨"", ""염화마그네슘"", ""아라비아검"", ""글루코노-δ-락톤""]"
201005430661545,XR일렉트로라이트제로슈가 파인애플망고,오케이에프음료 주식회사,혼합음료,2025-05-14,2025-05-16,zero,16,"[""염화칼륨"", ""젖산칼슘"", ""수크랄로스"", ""아세설팜칼륨"", ""만니톨"", ""염화마그네슘"", ""아라비아검"", ""글루코노-δ-락톤"", ""정제수"", ""향료"", ""정제소금"", ""구연산"", ""구연산삼나트륨"", ""향료"", ""향료"", ""DL-사과산""]"
2017062308899,Z-water 제로타임,주식회사 수경,혼합음료,2021-08-30,2021-09-01,zero,4,"[""지하수"", ""수소"", ""비타민 C"", ""천연향료(Lemon)""]"
2018036122924,ZEROVIRUS+ (제로바이러스플러스),퓨어오투,이산화염소(수),2026-06-10,2026-06-13,zero,2,"[""정제수"", ""이산화염소(수)""]"
20000614238686,delaffe 말차레몬에이드제로,(주)바이오포트코리아,혼합음료,2026-01-29,2026-02-12,zero,11,"[""혼합제제"", ""고형차"", ""향료"", ""정제수"", ""향료"", ""비타민C"", ""구연산"", ""아세설팜칼륨"", ""수크랄로스"", ""에리스리톨"", ""과.채가공품""]"
20000614238536,delaffe 제로 자몽허니블랙티,(주)바이오포트코리아,혼합음료,2023-02-01,2023-02-14,zero,13,"[""혼합제제"", ""수크랄로스"", ""향료"", ""아세설팜칼륨"", ""비타민C"", ""구연산삼나트륨"", ""사양벌꿀"", ""홍차추출분말"", ""과.채가공품"", ""향료"", ""구연산"", ""에리스리톨"", ""정제수""]"
20000614238541,delaffe 제로 피치얼그레이티,(주)바이오포트코리아,혼합음료,2023-02-02,2023-02-14,zero,13,"[""복숭아농축액"", ""향료"", ""비타민C"", ""구연산"", ""홍차추출분말"", ""에리스리톨"", ""향료"", ""향료"", ""향료"", ""수크랄로스"", ""아세설팜칼륨"", ""혼합제제"", ""정제수""]"
20000614238535,delaffe 제로 핑크레몬아이스티,(주)바이오포트코리아,혼합음료,2023-02-01,2023-02-14,zero,14,"[""에리스리톨"", ""정제수"", ""식용색소적색제40호"", ""홍차추출분말"", ""수크랄로스"", ""혼합제제"", ""향료"", ""아세설팜칼륨"", ""비타민C"", ""구연산삼나트륨"", ""레몬농축액"", ""향료"", ""혼합제제"", ""구연산""]"
20050555180772,delaffe 제로 헤이즐넛향 아메리카노,농업회사법인(주)동서웰빙,커피,2023-02-10,2025-01-18,zero,10,"[""수크랄로스"", ""혼합허브추출물"", ""아세설팜칼륨"", ""탄산수소나트륨"", ""향료"", ""향료"", ""커피추출액"", ""커피농축액"", ""에리스리톨"", ""정제수""]"
198904450141017,delaffe 제로복숭아아이스티,태웅식품(주),혼합음료,2023-01-13,2023-02-02,zero,12,"[""복숭아농축액"", ""홍차추출분말"", ""에리스리톨"", ""수크랄로스"", ""효소처리스테비아"", ""구연산"", ""구연산삼나트륨"", ""혼합제제"", ""비타민C"", ""복숭아향"", ""홍차향"", ""정제수""]"
20070464094558,delaffe 제로스위트,(유)삼각에프엠씨 웰빙랜드,커피,2023-12-28,2024-01-09,zero,13,"[""커피추출액"", ""정제수"", ""향료"", ""향료"", ""혼합제제"", ""기타가공품"", ""탄산칼륨(무수)"", ""탄산수소나트륨"", ""아세설팜칼륨"", ""수크랄로스"", ""스테비올배당체"", ""커피"", ""커피""]"
20000614238592,delaffe 제로스위트아메리카노,(주)바이오포트코리아,커피,2025-01-16,2025-01-17,zero,12,"[""정제수"", ""혼합제제"", ""효소처리스테비아"", ""아세설팜칼륨"", ""수크랄로스"", ""향료"", ""향료"", ""향료"", ""탄산수소나트륨"", ""기타가공품"", ""커피"", ""커피농축액""]"
198904450141075,delaffe복숭아아이스티제로,태웅식품(주),혼합음료,2026-01-16,2026-01-30,zero,12,"[""복사나무열매농축액"", ""홍차추출분말"", ""에리스리톨"", ""수크랄로스"", ""스테비올배당체"", ""구연산"", ""구연산삼나트륨"", ""비타민C"", ""혼합제제"", ""향료"", ""향료"", ""정제수""]"
198904450141076,delaffe헤이즐넛향아메리카노제로,태웅식품(주),커피,2026-01-16,2026-02-04,zero,12,"[""정제수"", ""커피농축액"", ""커피분말"", ""에리스리톨"", ""수크랄로스"", ""스테비올배당체"", ""탄산수소나트륨"", ""탄산칼륨(무수)"", ""혼합제제"", ""향료"", ""향료"", ""향료""]"
20200401439364,oh! 프레쉬 오렌지 제로,(주)서울에프엔비,혼합음료,2026-05-14,2026-06-17,zero,10,"[""효소처리스테비아"", ""정제수"", ""구연산(결정)"", ""오렌지농축액"", ""향료"", ""펙틴"", ""구연산삼나트륨"", ""비타민C"", ""수크랄로스"", ""산화아연""]"
20190575042321,simplus 슈거제로 콜라라임,튤립인터내셔널(주),탄산음료,2025-11-27,2025-12-04,zero,14,"[""과.채가공품"", ""카페인"", ""당류가공품"", ""구연산(무수)"", ""카라멜색소 Ⅳ"", ""인산"", ""정제소금"", ""수크랄로스"", ""아세설팜칼륨"", ""효소처리스테비아"", ""향료"", ""향료"", ""이산화탄소"", ""정제수""]"
201005430661569,simplus 스파클링제로레몬,오케이에프음료 주식회사,탄산음료,2025-09-09,2025-09-17,zero,12,"[""정제수"", ""에리스리톨"", ""이산화탄소"", ""구연산"", ""향료"", ""향료"", ""향료"", ""자몽종자추출물"", ""수크랄로스"", ""아세설팜칼륨"", ""아스파탐"", ""레몬농축액""]"
201005430661571,simplus 스파클링제로복숭아,오케이에프음료 주식회사,탄산음료,2025-09-17,2025-09-24,zero,12,"[""정제수"", ""향료"", ""구연산"", ""이산화탄소"", ""에리스리톨"", ""자몽종자추출물"", ""수크랄로스"", ""아세설팜칼륨"", ""아스파탐"", ""혼합제제"", ""과.채가공품"", ""향료""]"
201005430661570,simplus 스파클링제로수박,오케이에프음료 주식회사,탄산음료,2025-09-12,2025-09-24,zero,12,"[""자몽종자추출물"", ""수크랄로스"", ""아세설팜칼륨"", ""아스파탐"", ""수박농축액"", ""구연산"", ""향료"", ""향료"", ""향료"", ""이산화탄소"", ""에리스리톨"", ""정제수""]"
201005430661572,simplus 스파클링제로자두,오케이에프음료 주식회사,탄산음료,2025-09-12,2025-09-24,zero,11,"[""자몽종자추출물"", ""수크랄로스"", ""아세설팜칼륨"", ""아스파탐"", ""자두농축액"", ""구연산"", ""향료"", ""향료"", ""이산화탄소"", ""에리스리톨"", ""정제수""]"
20000449035930,simplus 자몽허니블랙티 제로,(주)쟈뎅,액상차,2024-08-26,2026-04-27,zero,17,"[""향료제제"", ""곡류가공품"", ""향료"", ""구연산(무수)"", ""덱스트린"", ""홍차추출분말"", ""레드자몽농축액"", ""당류가공품"", ""정제수"", ""혼합제제"", ""아세설팜칼륨"", ""스테비올배당체"", ""수크랄로스"", ""향료"", ""정제소금"", ""사양벌꿀"", ""혼합제제""]"
19800415004420,simplus 제로사이다,(주)일화초정공장,탄산음료,2021-08-30,2025-05-08,zero,9,"[""향료"", ""향료"", ""에리스리톨"", ""구연산"", ""수크랄로스"", ""아세설팜칼륨"", ""천연향료"", ""정제수"", ""이산화탄소""]"
19800415004419,simplus 제로콜라,(주)일화초정공장,탄산음료,2021-07-14,2025-01-18,zero,11,"[""합성향료"", ""구연산삼나트륨"", ""수크랄로스"", ""인산"", ""아세설팜칼륨"", ""천연향료"", ""카페인"", ""이산화탄소"", ""정제수"", ""에리스리톨"", ""혼합제제""]"
20090473152640,the스윗 뷰티풀베리 제로에이드,(주)신성티엔에프,혼합음료,2025-07-24,2025-08-01,zero,13,"[""구연산(무수)"", ""기타가공품"", ""과.채가공품"", ""과.채가공품"", ""수크랄로스"", ""스테비텐후레쉬"", ""과.채가공품"", ""식품첨가물"", ""혼합제제"", ""향료"", ""과.채가공품"", ""에리스리톨"", ""정제수""]"
20070464094549,youus 유자캐모마일에이드 제로,(유)삼각에프엠씨 웰빙랜드,혼합음료,2023-04-10,2023-04-11,zero,15,"[""정제수"", ""식용색소황색제5호"", ""식용색소황색제4호"", ""향료"", ""향료"", ""향료"", ""혼합제제"", ""아세설팜칼륨"", ""수크랄로스"", ""가공소금"", ""구연산삼나트륨"", ""구연산(무수)"", ""기타가공품"", ""과.채가공품"", ""당류가공품""]"
20000449035863,youus 유자캐모마일에이드 제로,(주)쟈뎅,혼합음료,2023-04-07,2023-04-11,zero,15,"[""당류가공품"", ""과.채가공품"", ""기타가공품"", ""구연산(무수)"", ""구연산삼나트륨"", ""가공소금"", ""수크랄로스"", ""아세설팜칼륨"", ""혼합제제"", ""향료"", ""향료"", ""향료"", ""식용색소황색제4호"", ""식용색소황색제5호"", ""정제수""]"
20110084489531,youus 유자캐모마일에이드 제로,(주)웰파인,혼합음료,2023-04-07,2023-06-10,zero,15,"[""식용색소황색제4호"", ""아세설팜칼륨"", ""수크랄로스"", ""정제수"", ""당류가공품"", ""구연산(무수)"", ""향료"", ""향료"", ""향료"", ""기타가공품"", ""혼합제제"", ""과.채가공품"", ""구연산삼나트륨"", ""가공소금"", ""식용색소황색제5호""]"
20180037041116,α-cyclodextrin 알파CD 제로컷,(주)팜투팜2공장,기타가공품,2025-06-26,2025-07-17,zero,15,"[""시클로덱스트린"", ""난소화성말토덱스트린(고시형)"", ""파인애플향분말"", ""파인애플맛분말"", ""구연산(무수)"", ""효소처리스테비아"", ""이산화규소"", ""DL-사과산"", ""기타가공품"", ""생선콜라겐펩타이드"", ""건조효모"", ""양배추분말"", ""매실분말"", ""볶은귀리분말"", ""기타가공품""]"
20030364667117,αCD3500 제로파우더 라이트,(주)에이치엘사이언스,기타가공품,2024-07-11,2025-05-27,zero,9,"[""α-시클로덱스트린"", ""레몬과즙분말"", ""치커리뿌리추출물분말"", ""난소화성말토덱스트린(고시형)"", ""구연산(무수)"", ""효소처리스테비아"", ""레몬향혼합제제"", ""대나무수액"", ""석류농축분말(기능성원료인정제2018-8호)""]"
20070443110979,가나디 납작복숭아녹차제로,(주)삼양패키징광혜원공장,액상차,2025-04-07,2025-04-19,zero,13,"[""식물혼합추출액"", ""에리스리톨"", ""구연산(무수)"", ""과.채가공품"", ""향료"", ""향료"", ""DL-사과산"", ""구연산삼나트륨"", ""향료"", ""향료"", ""아세설팜칼륨"", ""수크랄로스"", ""정제수""]"
20070443110978,가나디 레몬녹차제로,(주)삼양패키징광혜원공장,액상차,2025-04-07,2025-04-19,zero,12,"[""정제수"", ""수크랄로스"", ""아세설팜칼륨"", ""향료"", ""향료"", ""구연산삼나트륨"", ""향료"", ""과.채가공품"", ""향료"", ""구연산(무수)"", ""에리스리톨"", ""식물혼합추출액""]"
2019059902657,가루선생 제로 스위트너,휴밀(humeal),당류가공품,2023-07-31,2026-01-07,zero,2,"[""에리스리톨"", ""효소처리스테비아""]"
20190599026110,가루선생 제로슈가 말차,휴밀(humeal),기타가공품,2026-07-23,2026-07-31,zero,2,"[""당류가공품"", ""녹차가루""]"
20130403079207,가시제로! 소금간 없는 어린이용 순살 가자미구이,디스이즈 주식회사,기타 수산물가공품,2025-11-18,2026-02-11,zero,4,"[""밀가루"", ""콩기름(대두유)"", ""정제수"", ""가자미""]"
20130403079205,가시제로! 소금간 없는 어린이용 순살 고등어구이,디스이즈 주식회사,기타 수산물가공품,2025-11-18,2026-02-11,zero,3,"[""발효식초"", ""정제수"", ""고등어""]"
20130403079206,가시제로! 소금간 없는 어린이용 순살 삼치구이,디스이즈 주식회사,기타 수산물가공품,2025-11-18,2026-02-11,zero,3,"[""발효식초"", ""정제수"", ""삼치""]"
